Amplitude,Wave_Velocity,Travel_Time,Reflection_Strength,Fault_Presence,Layer_Thickness,Hydrocarbons_Present
1.721400322,5.268626338,3.313401772,0.445349957,0,356.5310118,0
0.411435916,2.579189785,2.535415874,0.207241341,1,379.7571192,0
1.623813376,2.377312222,0.257111234,0.320445141,0,286.0670662,0
1.693398278,3.772101531,3.100325315,0.190128959,0,380.3301122,0
3.675070274,4.959362091,3.609251997,0.826748858,0,431.2920309,0
3.22403161,1.778759334,2.142070397,0.221715845,0,248.1866986,0
4.447342439,4.095635638,3.810748303,0.63583603,0,313.7325088,0
2.413853133,2.036446993,1.212306367,0.408466372,0,273.2851807,0
0.686011805,1.664074729,1.184255296,0.303380546,1,285.6106006,0
3.594899457,1.737347785,0.89094324,0.675521596,1,446.1234758,1
3.827846738,5.253738487,1.922774323,0.511302078,1,184.2522468,0
2.850258268,2.030876176,4.250358973,0.460130921,0,112.0101725,0
3.877739182,1.70318114,4.156769105,0.633566804,0,233.577254,0
2.519598422,3.470549492,1.975838619,0.542140866,0,111.9617433,0
2.661390864,5.297970624,2.986681806,0.373135788,0,254.2162086,0
2.19495099,2.680837694,3.631999951,0.603155159,0,452.7189716,0
0.224553721,3.397706779,1.281913196,0.702548719,1,312.542425,0
0.628667992,1.679651397,0.923891321,0.124023843,0,429.1620981,0
0.25400301,3.520853314,4.863270367,0.519284556,1,91.43355061,0
3.218411015,4.099258863,3.126030835,0.151914956,0,451.4280603,0
1.640344307,4.069081742,4.908937037,0.267764873,0,304.8757106,0
2.591996387,2.995920115,1.755004337,0.604457861,0,25.56229648,0
4.547075722,2.919899313,3.54485533,0.879570024,0,320.2282881,0
1.321531923,1.979806285,1.190757819,0.894525111,0,476.1845086,0
2.110876323,3.150592443,1.379880839,0.162949609,1,48.79183023,0
3.802200579,1.94772601,2.608320394,0.477194578,1,295.4035039,1
1.221111011,4.949681751,1.666128815,0.624705835,0,458.5845154,0
0.477201558,5.84823434,0.921345663,0.232362914,0,14.75063248,0
1.519782119,5.865335055,1.38811544,0.788888995,1,319.147334,0
0.889984308,5.392819947,0.275167133,0.769811733,1,242.702123,0
4.655518496,4.203564672,3.551675745,0.913006912,0,180.0247661,0
4.05978986,4.653895638,2.51137162,0.107637411,1,317.4928801,0
3.203678407,2.783426112,0.561791025,0.29501582,0,35.82402635,0
4.370156892,4.338466891,0.941300566,0.844468043,0,379.0008927,0
4.037993177,3.550422972,0.602419237,0.703522046,0,12.19494369,0
1.014193289,3.669078029,3.101704761,0.904950868,0,160.3985145,0
4.473539093,4.909994522,0.561630782,0.151461689,0,256.9397325,0
2.742776985,2.7686326,3.795983432,0.637267569,0,194.7409028,0
4.05645676,2.931178253,0.200503505,0.612141917,0,160.6632083,0
4.49084737,5.66088806,1.321941361,0.132106975,1,417.1092213,0
1.658217027,1.753009327,4.464266712,0.562169869,1,468.0679614,0
0.63925443,3.685354343,3.620803459,0.64856828,0,438.1192156,0
1.216882296,5.607603602,0.457544831,0.272163857,0,265.9913434,0
2.192828164,4.246633535,4.123517912,0.345996625,0,443.2404458,0
4.108272353,3.958831834,2.515872096,0.676312612,0,461.2221669,0
4.317579858,2.623848807,4.249236833,0.521470853,0,210.5268146,0
0.13406544,3.044739701,3.043624895,0.872212292,0,148.8884712,0
2.602661783,5.334217871,3.440981857,0.408143589,0,58.14995085,0
2.145313915,4.016481593,4.968157646,0.339993693,0,244.7550413,0
1.188328271,3.816339872,1.238444175,0.986379346,0,473.685491,0
0.6873403,1.948108711,3.157333316,0.920022193,1,284.8446888,0
1.75431434,1.572126704,2.355574811,0.12609347,0,337.1054299,0
4.720257549,5.836583349,0.293314569,0.793655754,0,65.31307106,0
1.683694367,3.196437753,0.170906143,0.199301296,0,80.32463543,0
2.642074047,4.214458779,0.684220031,0.124736675,0,237.5918984,0
3.544792899,1.858717829,3.280549529,0.346325964,0,476.1197515,0
1.881785052,4.574014286,2.879099131,0.342411291,1,186.7844744,0
4.861732205,5.696550189,2.81180485,0.837386886,0,439.9671802,0
4.815991745,4.090493638,0.256098136,0.739600521,1,68.94141078,0
1.33373325,2.067518951,2.399584682,0.983448485,0,312.3384314,0
2.536517679,4.117746874,4.630651807,0.74036161,0,304.3003587,0
1.574303718,4.948562459,2.04820016,0.476429998,0,431.3386275,0
1.495718422,3.328874415,3.162120102,0.729034895,0,11.62518516,0
0.280746042,5.459269866,3.921111511,0.99951316,0,103.0665169,0
3.086865237,4.41907329,3.941233868,0.739127694,1,117.6469365,0
2.563127214,5.546620132,2.644472404,0.78551322,0,475.4833832,0
0.352245881,4.305773901,4.303964532,0.944528514,0,85.30989157,0
1.465367675,2.090795874,2.017752657,0.202286135,1,28.11155161,0
4.550502841,2.8936127,4.454596752,0.734305864,0,271.8861324,0
1.273853264,2.408077267,1.277113115,0.865725362,0,268.9936466,0
0.809984873,5.58971924,1.473060394,0.95894074,0,423.583013,0
2.498318525,4.921800303,0.360291059,0.289872361,0,474.9412286,0
4.929687225,4.54379266,3.998350999,0.553536107,0,273.8872666,0
1.28607083,2.854348438,2.143570658,0.712499363,0,465.6971494,0
3.393464182,2.328201474,1.222671408,0.322720957,0,365.3279841,0
3.831936115,4.904029896,1.23577236,0.640425577,0,139.6339727,0
1.264423966,3.633710756,4.516859712,0.331820904,0,464.9261484,0
3.668260108,2.516052985,4.186191342,0.400111318,0,337.0471563,0
1.90213735,4.274798902,2.812301338,0.497366827,0,212.907007,0
3.19829857,1.681502335,3.118942922,0.576271089,1,343.3186214,1
3.204295583,2.967766144,2.424195296,0.504429284,0,206.6432856,0
2.725295952,3.608506476,2.01916606,0.543875968,1,65.95004631,1
0.542419873,2.165812503,4.585836718,0.368729881,0,362.2995861,0
4.192982228,5.930945149,0.715502247,0.243068585,0,413.80293,0
1.671822318,2.440938141,2.15038927,0.14261498,0,367.1150375,0
1.013940701,2.086589085,1.788353349,0.27638085,1,122.2661872,0
0.299798194,2.415906932,2.540938529,0.623749277,0,478.7511566,0
2.995375422,4.960775099,2.342396185,0.807503903,1,22.37473523,0
3.420065373,3.414775467,2.642558705,0.252322838,1,173.0157957,1
0.181280362,4.044371729,0.785602988,0.197699822,0,137.4452929,0
2.609255986,1.594541206,2.614393357,0.774361324,0,33.58185153,0
1.209829298,1.654940889,1.287852188,0.374642497,0,208.8075496,0
3.261346673,3.506214974,1.00322361,0.956349495,0,315.3262717,0
0.954395502,5.174948594,0.417687672,0.742886174,0,442.4509031,0
3.485594917,5.483574954,3.836997538,0.394080443,1,494.9479609,0
1.995003197,1.890179554,2.194465412,0.360588473,0,405.9638973,0
4.689976945,3.922633959,3.170554048,0.571328548,0,239.6534542,0
0.773852626,5.609533588,3.665207382,0.171230201,0,364.6151687,0
1.77122512,3.245877395,3.42865166,0.205908861,1,423.3756564,0
0.656020254,5.233046241,2.405453524,0.258272093,0,238.0005262,0
4.63099873,2.101630445,2.000702792,0.797251234,1,394.6766727,1
4.398962832,5.709275204,1.942203557,0.562471623,1,246.499685,0
1.363913976,4.881404929,3.236239105,0.10951041,0,199.3830355,0
3.333921826,5.736004768,2.524492339,0.706164875,0,267.7845105,0
4.104388781,4.544777551,4.260748015,0.481321161,0,341.1688214,0
2.820483977,3.135317694,4.386039723,0.559767128,0,366.1722076,0
2.695287834,5.721815276,0.935745852,0.292704619,1,184.8007718,0
1.285076225,2.740050493,0.767544893,0.596604006,0,289.9469233,0
0.556203562,2.994776349,3.188964538,0.981237916,0,455.8367283,0
4.496357214,4.653637881,1.576006166,0.166100222,0,488.3933211,0
4.51204848,4.943923348,0.190996522,0.35552566,0,121.3515647,0
3.202197141,5.682315677,4.45434908,0.318697834,0,104.4872712,0
1.761245976,2.421610841,1.211813759,0.32369438,0,341.5759604,0
1.811126916,5.090991158,4.653475193,0.440835722,1,213.1951041,0
3.657182826,4.82345724,3.615428809,0.836298806,0,21.86894582,0
4.495840274,1.787075503,3.837002101,0.921572821,0,179.9623166,0
4.446723479,3.242504135,1.087161329,0.281993579,1,405.3049243,1
3.921390175,2.772444557,1.247552686,0.588654944,1,400.7391959,1
3.245955066,2.87020691,2.654211994,0.673209075,0,252.3957229,0
0.512285828,5.923260958,0.943289278,0.569644727,0,241.5631881,0
0.891980699,4.392498361,1.596615294,0.490668755,0,293.9586468,0
4.502915524,4.72954271,1.675166142,0.272777955,0,117.5043882,0
3.071502392,5.894779368,0.882186673,0.539397423,1,267.7613762,0
0.145065553,3.197408021,1.105395884,0.461093345,0,15.41271643,0
0.59721056,5.108280758,3.963904026,0.816007026,1,243.0241818,0
3.351158669,3.455389335,0.919259687,0.787243923,0,174.6650127,0
0.124801761,5.412901523,0.23944122,0.220598813,0,340.6861069,0
0.887959452,2.312958936,3.183839219,0.179667147,0,322.7932562,0
2.788795568,5.764587797,4.882317285,0.917338549,0,196.6095813,0
3.490286469,2.484472688,1.722947692,0.58195755,0,13.56376092,0
3.294610172,2.967992281,0.681412946,0.872020844,0,133.6140784,0
1.198919616,4.902865053,2.894897894,0.152336009,0,320.3404466,0
3.589678185,3.271898137,4.541135634,0.573864055,1,45.46293808,1
1.262520529,4.236951195,3.941902721,0.585483863,0,62.7447867,0
1.694458521,3.500580755,3.150327755,0.874631829,1,327.047162,0
3.757807885,4.840664717,1.643776833,0.187848998,0,380.3260265,0
3.283201205,2.527490636,2.755212849,0.316401007,1,167.5593569,1
4.261194711,1.763060943,0.547099722,0.465884482,1,249.9398021,1
3.322303172,2.849682289,3.426832579,0.879257328,0,473.3985688,0
2.884712156,3.634388992,3.652970493,0.944994984,1,473.3163455,1
0.559006362,2.256090235,4.828654952,0.993452158,0,160.6763595,0
1.901807435,3.096587803,1.375947058,0.963274138,1,406.8940588,0
1.399491602,3.299923582,0.190436453,0.10534758,0,301.0325859,0
1.295549253,1.758263297,2.773481476,0.142937507,0,487.9874017,0
4.867751718,4.124882617,3.563273472,0.232846137,0,244.0306492,0
2.026178851,5.479545426,3.972996632,0.413975887,0,389.6063653,0
4.47102812,2.182843108,1.049320772,0.846926228,0,386.3871935,0
3.192579267,4.19013606,1.382589058,0.903390576,1,253.7421051,0
3.994575387,4.491326422,2.611695534,0.268150966,1,399.858756,0
2.562921756,3.387006062,1.719943969,0.657697736,0,137.9097633,0
2.926829035,4.654939143,4.316506284,0.925625787,1,69.90398778,0
2.5133367,3.348291946,2.421424753,0.517358562,1,218.3302349,1
1.05669064,3.770867796,4.017935356,0.193189215,0,472.3790218,0
3.640015365,1.5330887,2.945036826,0.512032285,0,255.364858,0
1.475784576,4.612740514,3.888141694,0.438215412,0,321.2769779,0
0.219148236,4.476042055,1.730097634,0.619892196,1,315.8396034,0
3.26281425,1.672803948,4.173941447,0.494792816,1,74.96070496,1
0.967842329,3.157125483,1.445404346,0.115611334,0,201.2454724,0
4.708247063,5.905643284,2.775884159,0.99459796,0,356.4000967,0
4.774250027,3.393314532,1.148634855,0.589186214,1,486.2751483,1
4.582835512,3.758754323,2.430079956,0.52626768,1,92.32869177,1
1.913777631,5.594685712,1.659058527,0.959155634,1,211.1165263,0
0.175737421,4.727678441,1.40684681,0.240274331,0,56.5959619,0
4.648760957,4.11931559,4.838226588,0.270313842,0,128.7644652,0
2.198102327,5.090121066,0.884363117,0.827213274,0,194.6120782,0
4.836608613,5.389648199,3.957896604,0.334747972,0,274.9151915,0
4.821737888,3.555996323,4.922408301,0.819304396,1,122.9777723,1
4.279746332,3.637987642,0.19751727,0.344380135,0,121.505704,0
1.542799571,3.23722921,3.525234329,0.129868867,1,391.1366898,0
1.98697887,5.85017763,1.339267847,0.565313251,0,481.6944148,0
4.27056969,4.637248144,0.298390339,0.277017791,1,168.5703542,0
1.652917825,1.874503798,2.074158937,0.782061664,0,347.1160891,0
0.930514459,5.383318305,4.68256727,0.67707967,0,136.4594261,0
2.828326186,3.662519734,0.157648962,0.931242401,0,464.6966049,0
4.687158393,1.809392579,2.98063989,0.804689522,0,339.7221565,0
3.510546004,3.973727648,2.556842745,0.262698359,1,403.3116588,1
2.893299733,3.377239255,4.379582405,0.820142413,0,34.18348117,0
0.576164819,5.449872322,0.511608401,0.67756334,0,303.2679244,0
3.113535411,2.417975716,3.439477546,0.702056478,1,268.5300424,1
4.951263866,5.219090743,3.432537522,0.849036597,1,153.5684844,0
0.786411675,4.00959911,3.378492083,0.616441662,0,138.5906927,0
2.639815297,1.745746364,4.717439025,0.519403163,1,294.2121531,1
4.399128052,5.873303856,4.133128892,0.672976932,0,356.1779612,0
3.729766227,3.806768598,0.305666359,0.368161686,0,26.25465095,0
3.515377131,2.808945844,2.408305968,0.264337418,0,288.0267751,0
3.542172012,3.612330789,2.049969975,0.654929054,0,93.52516918,0
1.861506641,5.360360026,1.619721383,0.310463532,0,78.77773838,0
1.538600037,2.87206406,2.311549953,0.171923598,0,315.3285492,0
4.065869662,2.367043784,1.982551506,0.100498766,0,162.3263574,0
4.069555634,2.080820611,2.218436109,0.647487461,1,226.0313142,1
4.348654361,2.840367293,4.898383141,0.425933905,0,186.3994166,0
4.574878708,5.010216392,0.534301576,0.777079874,1,327.6847969,0
2.605577754,3.622318643,4.618931262,0.437658758,1,240.3586854,1
2.557429844,2.523667217,2.453159896,0.537403103,0,482.0947444,0
4.011646377,2.247832498,3.156337003,0.466376476,0,182.667552,0
3.284823261,2.997282644,4.167896536,0.685517312,0,372.7393267,0
3.539637699,5.729659678,1.866268843,0.420525246,1,136.0733581,0
3.99938408,3.043620207,2.20906735,0.967390885,0,259.2890154,0
4.461026175,5.946558342,2.106640553,0.942532288,0,280.7591784,0
1.756176269,3.683537051,1.93618201,0.863225112,1,171.2635477,0
1.940356468,2.306237632,4.635093676,0.928270244,0,241.1724592,0
0.560511505,5.510130413,4.161756467,0.50422572,0,146.8465326,0
2.933572691,3.571599179,0.63409995,0.582787357,0,12.94038302,0
0.276117142,4.693521046,0.629804427,0.767883333,1,115.6676678,0
2.381430289,5.926702124,2.196560623,0.726531332,1,353.0314445,0
2.75895871,1.725789076,0.583421146,0.901610736,0,387.771882,0
1.504052135,1.935125519,3.133556167,0.744697925,0,147.2994049,0
2.995082977,4.742055337,0.804088876,0.998096237,1,209.9410694,0
0.249451225,2.768212515,2.659628993,0.41365522,1,28.30917347,0
0.283006125,2.329356286,0.13537774,0.849697968,1,126.1608215,0
4.130742747,1.677128459,1.651322107,0.727871341,0,391.8174489,0
1.864934143,1.598310204,3.418234546,0.722247801,1,306.9332724,0
0.722596512,4.985185214,2.471790807,0.393252035,0,110.8275558,0
2.658991974,2.104950423,4.893520481,0.807041613,0,136.1465776,0
3.87296841,3.604742772,4.383108601,0.91033842,1,410.2329913,1
1.157523035,4.226535668,1.859446817,0.296693615,0,112.4512594,0
3.152163332,3.427583103,0.322884053,0.662947153,1,173.7372857,1
0.518202578,1.621979936,4.243568871,0.452921346,0,335.5357589,0
0.353240434,5.025756762,4.565048121,0.990593307,1,284.945069,0
2.703637695,1.54730951,4.121074228,0.530949534,0,235.8264006,0
2.749112096,4.928504525,0.726954711,0.305488156,0,450.8731346,0
3.223406517,5.519870222,4.989784159,0.443671863,0,117.6581267,0
3.657847535,3.447779645,1.367062686,0.688454551,0,373.2957465,0
4.881675189,3.909941129,3.648604073,0.168480434,1,87.9412819,1
2.629871707,3.646425267,4.549370894,0.643241728,0,311.7095784,0
1.682486717,3.251438784,1.25486686,0.938102283,0,436.6055461,0
3.996412354,5.493410409,4.550466918,0.865326509,0,234.3718749,0
1.427078031,5.522700798,1.616459738,0.160906183,1,364.9043085,0
2.250959961,3.011173641,4.88442479,0.994050891,0,411.992743,0
0.484436269,4.267813893,1.4781741,0.728854231,0,76.65294819,0
0.224218643,5.67108403,4.771835541,0.246052742,0,355.8551787,0
4.816977232,5.829263245,0.362368789,0.11117448,1,460.7221018,0
4.196302591,3.790315682,3.575432857,0.254154373,0,292.4215988,0
3.51027361,3.537711624,2.707344556,0.854358329,0,101.1998998,0
2.103869428,2.754124422,2.441597678,0.119475392,1,72.20184048,0
0.949142168,5.814923429,1.19512214,0.309832573,0,137.2703119,0
0.866541509,2.14266437,3.55741937,0.781575036,0,60.72150182,0
1.326190201,4.109233092,1.034966508,0.627499482,1,261.5630951,0
2.791210657,2.771476204,2.8089248,0.804462139,0,44.15529453,0
3.601520021,2.755537307,1.340902279,0.771535453,0,119.4682661,0
3.334967146,3.322358643,4.782544761,0.145541248,0,225.5561175,0
1.471676095,5.994568211,0.24029285,0.903260277,1,242.2182277,0
4.778839875,1.747348381,1.078668573,0.304328651,0,287.0452577,0
3.715694892,4.103438182,1.287321971,0.598053196,0,355.7513317,0
2.816334857,1.871574711,2.128932346,0.679859341,0,33.14203344,0
3.097431657,2.195343735,1.240378185,0.25176539,1,49.50426657,1
2.156040306,3.478033238,2.507610542,0.978608131,0,39.82098438,0
1.313881849,3.797070591,4.375081064,0.53934036,0,217.3436546,0
1.844266125,2.664565838,3.589110765,0.151878426,0,30.50549299,0
3.813445941,2.924057089,2.941813705,0.94353584,0,375.5798207,0
0.170528094,1.891351591,0.536115572,0.627641059,1,119.2700887,0
0.668755938,2.864489027,3.500561331,0.729273878,0,470.2141217,0
0.325412946,5.849512977,0.915429993,0.572658211,1,248.33784,0
0.299571131,5.751183218,3.953200191,0.851264159,0,228.6996187,0
4.291756862,3.006952306,1.325278117,0.129820116,1,392.4639594,1
3.547923511,4.068842713,2.143538769,0.341540529,0,359.4454521,0
2.423451763,5.59317926,1.817303991,0.522683521,0,307.5814301,0
0.579387387,1.527827202,4.308188182,0.168943255,1,468.2218861,0
2.508917788,5.148076067,0.720067848,0.735316002,1,216.9070379,0
2.420011677,5.767662988,2.871659924,0.454297073,0,406.1805211,0
0.948689163,1.910965805,0.796101886,0.345401191,0,196.2455434,0
2.225873081,2.226514587,3.553499597,0.103040962,0,420.7893804,0
2.052673199,5.823358362,4.534882826,0.747847281,1,137.1425682,0
3.11766548,3.918930646,2.229577504,0.850428378,0,151.7408657,0
3.211958889,1.563884855,2.491652075,0.455536482,0,342.1560717,0
0.321989648,2.659343994,4.644371899,0.607796179,0,114.2295145,0
1.935601812,3.524746534,2.652857804,0.304917963,1,122.2855516,0
3.166713587,4.6180901,2.489232346,0.659977882,0,159.5785902,0
2.565367667,4.799221702,2.933812603,0.110923712,0,342.6750971,0
4.296800222,5.979396808,3.477225708,0.539779507,0,445.8001653,0
3.327598795,2.793800397,0.623728538,0.679784934,0,340.5381491,0
0.898378693,3.921990458,4.123441586,0.926372596,0,415.6289797,0
0.445786862,3.899955965,2.233974635,0.443202235,1,276.344689,0
3.247854463,3.325403668,0.454507698,0.788671183,1,43.77237846,1
0.229905422,2.261228522,3.952295079,0.637918327,0,59.22844364,0
2.970300348,5.898554534,1.947054861,0.934310902,1,281.6520694,0
4.707128183,5.33992734,0.591800726,0.458539908,0,170.6224746,0
2.919823472,3.742498627,3.205517294,0.387185806,0,118.0783561,0
2.002032638,4.214604402,4.412643632,0.898427799,1,238.4658944,0
3.25211227,2.522674741,4.449992196,0.144319961,0,336.583403,0
2.345439163,3.947041817,4.792551027,0.222746854,0,198.6460544,0
2.773522268,4.627365599,4.351756753,0.174163991,1,403.245706,0
4.713177563,3.818251628,0.110490505,0.858798961,0,371.8763908,0
1.991902925,5.956283268,1.963181715,0.109546681,1,370.1082923,0
4.809833763,4.251037453,4.110858642,0.87549144,1,492.7429479,0
4.536218146,3.169381707,1.894639729,0.506141016,0,154.6626889,0
1.05937656,4.974684124,3.047587681,0.103622751,0,325.9155373,0
0.439870374,2.267081302,3.070953042,0.461480659,0,429.1843867,0
0.593812207,3.230321162,1.88862399,0.268120757,0,293.9669726,0
0.189286946,3.061315277,4.531922244,0.661960439,0,396.8560663,0
0.562770508,3.443131928,2.565818892,0.711422911,1,213.0815711,0
3.44673319,5.018009217,2.377442609,0.538774813,0,299.3407594,0
0.448824377,3.678778645,4.987817354,0.136467573,0,37.27653247,0
1.662980588,5.073065026,2.518151784,0.690515924,0,493.0261269,0
4.239889024,4.094200064,0.974151434,0.857834905,0,402.0090559,0
0.214032485,3.039312456,2.614040172,0.74829185,1,435.7164451,0
4.090895565,5.144904347,4.088682004,0.846962127,0,350.2041963,0
1.481088396,2.572303517,3.906615602,0.280458571,1,101.1645161,0
0.679007655,2.509723409,3.964050649,0.899999146,0,25.20393678,0
3.51401211,3.770263158,3.569316542,0.389974106,0,433.6817378,0
3.181819949,2.673821607,1.345667362,0.112064333,0,204.2020203,0
4.399612866,1.540891657,4.324212021,0.859052482,0,139.2937893,0
3.701848115,4.417338873,4.47787298,0.947639142,0,285.2197498,0
4.037056559,3.799922197,1.051348213,0.690002378,0,216.240276,0
1.481969406,3.504830165,0.739232619,0.308292967,1,329.3163379,0
0.969453765,5.851358316,4.880464346,0.326570018,0,247.0586842,0
3.778012283,4.070396328,4.354787422,0.519933586,1,351.6442388,0
4.053490222,5.3854421,4.476857121,0.908047972,0,428.1774021,0
4.953475196,2.127526063,4.443244285,0.234637891,0,105.8229354,0
2.121826617,4.061429084,2.754265438,0.843376303,0,171.4221115,0
1.92288862,5.40590832,3.26736851,0.362172528,0,224.0396374,0
3.904423508,4.123975908,2.772277975,0.827727552,1,481.4086395,0
1.769937347,4.731063802,0.350911111,0.928244078,0,189.0134706,0
4.660710895,3.174196055,3.752965118,0.484744485,0,196.7389263,0
4.306222484,1.916022827,2.576126963,0.428545589,0,330.2015363,0
2.202070734,3.560551328,3.273774466,0.821999187,0,215.4078578,0
3.779268232,3.275157259,2.562935044,0.576534594,1,476.0996354,1
3.797260083,5.401770821,2.509875479,0.716004144,0,448.2896926,0
0.605306957,2.597978861,0.941766636,0.660546313,1,261.5703011,0
4.522509243,5.850304024,1.465697204,0.237599961,0,325.9398646,0
2.575736625,5.811621539,0.878378191,0.860311324,1,38.43497532,0
4.149641584,2.614342394,1.058764849,0.2761976,1,350.9079587,1
1.668243045,3.0662338,4.867589164,0.93905393,0,356.5284277,0
4.48806382,5.530000834,0.850255884,0.325514162,0,186.0076549,0
2.007088226,5.849799994,1.419425079,0.760492876,1,117.644613,0
0.153104492,3.495475963,2.993889323,0.356189854,0,458.3884169,0
4.536371684,2.944486705,3.089875024,0.386006868,1,219.0854014,1
